"";"Platform";"Year";"Genre";"Rating";"PublisherR";"Critic_Score";"Critic_Count";"Global_Sales"
"1639";"PS3";"2014";"Role-Playing";"T";"Other";64;11;0,06
"1640";"PSV";"2012";"Racing";"E";"Other";78;39;0,06
"1641";"PC";"2013";"Action";"M";"Other";65;26;0,06
"1642";"X360";"2013";"Racing";"M";"Other";19;14;0,06
"1643";"PC";"2010";"Racing";"E";"Other";84;15;0,05
"1644";"PS3";"2014";"Shooter";"M";"Other";43;12;0,05
"1645";"PC";"2010";"Shooter";"T";"Other";63;13;0,05
"1646";"PC";"2014";"Action";"M";"Other";59;22;0,05
"1647";"PC";"2011";"Simulation";"E";"Other";57;4;0,05
"1648";"PC";"2011";"Simulation";"T";"Ubisoft";60;13;0,05
"1649";"PC";"2011";"Strategy";"T";"Other";77;21;0,05
"1650";"PC";"2015";"Racing";"E";"Other";61;13;0,05
"1651";"PC";"2011";"Action";"M";"Other";61;21;0,05
"1652";"X360";"2010";"Fighting";"T";"Other";49;11;0,05
"1653";"PC";"2010";"Action";"T";"Ubisoft";66;12;0,05
"1654";"PC";"2015";"Fighting";"M";"Other";76;10;0,05
"1655";"PC";"2011";"Simulation";"E";"Other";70;20;0,05
"1656";"XOne";"2015";"Action";"T";"Other";48;6;0,05
"1657";"X360";"2014";"Role-Playing";"M";"Other";51;11;0,05
"1658";"XOne";"2015";"Role-Playing";"M";"Other";77;13;0,05
"1659";"X360";"2010";"Shooter";"M";"Other";33;4;0,05
"1660";"PC";"2013";"Shooter";"M";"Take-Two";66;45;0,05
"1661";"Wii";"2011";"Adventure";"T";"Other";66;7;0,05
"1662";"X360";"2011";"Fighting";"T";"Other";68;13;0,05
"1663";"PS4";"2015";"Adventure";"M";"Other";81;17;0,05
"1664";"X360";"2012";"Misc";"E10+";"Other";77;6;0,05
"1665";"PC";"2013";"Shooter";"M";"Other";79;51;0,05
"1666";"PC";"2015";"Strategy";"T";"Other";63;11;0,05
"1667";"PS4";"2015";"Action";"M";"Other";64;45;0,05
"1668";"PC";"2010";"Shooter";"M";"Other";76;36;0,05
"1669";"PS4";"2014";"Role-Playing";"E10+";"Ubisoft";82;46;0,05
"1670";"PS3";"2010";"Shooter";"T";"Other";45;7;0,05
"1671";"PC";"2014";"Action";"E10+";"Other";68;6;0,05
"1672";"PS3";"2013";"Action";"E";"Other";75;31;0,05
"1673";"PC";"2010";"Strategy";"E10+";"Other";79;28;0,05
"1674";"PC";"2010";"Simulation";"E";"Other";49;5;0,05
"1675";"PC";"2011";"Sports";"E";"Electronic Arts";72;11;0,05
"1676";"X360";"2014";"Action";"M";"Other";50;20;0,05
"1677";"X360";"2010";"Shooter";"T";"Other";48;7;0,05
"1678";"PC";"2015";"Sports";"E";"Other";76;12;0,04
"1679";"X360";"2014";"Shooter";"M";"Namco";35;8;0,04
"1680";"3DS";"2015";"Platform";"E10+";"Other";82;18;0,04
"1681";"PS4";"2014";"Strategy";"T";"Other";80;20;0,04
"1682";"3DS";"2013";"Action";"E";"Other";43;4;0,04
"1683";"XOne";"2015";"Adventure";"T";"Other";81;6;0,04
"1684";"X360";"2010";"Shooter";"T";"Other";38;8;0,04
"1685";"PS4";"2015";"Fighting";"T";"Other";70;33;0,04
"1686";"PC";"2010";"Racing";"E10+";"Other";79;18;0,04
"1687";"PC";"2012";"Shooter";"M";"Other";69;18;0,04
"1688";"PS3";"2013";"Racing";"M";"Other";13;4;0,04
"1689";"3DS";"2015";"Action";"E";"Ubisoft";46;4;0,04
"1690";"3DS";"2015";"Action";"E10+";"Other";45;7;0,04
"1691";"X360";"2012";"Fighting";"M";"Other";37;5;0,04
"1692";"Wii";"2010";"Platform";"E10+";"Other";70;10;0,04
"1693";"PS3";"2012";"Racing";"E";"Other";62;19;0,04
"1694";"PC";"2011";"Sports";"E";"Other";66;5;0,04
"1695";"3DS";"2011";"Role-Playing";"T";"Other";65;8;0,04
"1696";"XOne";"2014";"Action";"T";"Other";84;5;0,04
"1697";"PC";"2011";"Strategy";"T";"Other";68;19;0,04
"1698";"PC";"2010";"Strategy";"E";"Other";66;18;0,04
"1699";"PC";"2013";"Action";"M";"Other";77;12;0,04
"1700";"PC";"2010";"Adventure";"M";"Ubisoft";47;5;0,04
"1701";"PC";"2012";"Action";"M";"Other";48;8;0,04
"1702";"PC";"2011";"Simulation";"T";"Other";48;4;0,04
"1703";"PC";"2015";"Action";"E10+";"Other";72;8;0,04
"1704";"PC";"2013";"Shooter";"T";"Other";61;17;0,04
"1705";"3DS";"2013";"Action";"E";"Other";49;7;0,04
"1706";"PC";"2014";"Action";"M";"Other";58;16;0,04
"1707";"PS4";"2015";"Role-Playing";"T";"Other";69;13;0,04
"1708";"PS4";"2015";"Action";"T";"Ubisoft";69;44;0,04
"1709";"PC";"2011";"Strategy";"E10+";"Other";66;4;0,04
"1710";"PSV";"2015";"Role-Playing";"T";"Namco";72;14;0,04
"1711";"PC";"2011";"Role-Playing";"M";"Other";56;12;0,04
"1712";"PS3";"2012";"Role-Playing";"T";"Other";68;13;0,04
"1713";"PC";"2011";"Platform";"E10+";"Other";84;55;0,04
"1714";"PSV";"2015";"Role-Playing";"T";"Other";71;24;0,04
"1715";"PS3";"2010";"Shooter";"E10+";"Other";46;5;0,04
"1716";"PS4";"2014";"Action";"T";"Other";73;70;0,03
"1717";"PS4";"2014";"Sports";"E";"Other";53;9;0,03
"1718";"PC";"2011";"Action";"M";"Other";55;7;0,03
"1719";"PC";"2010";"Role-Playing";"M";"Other";72;25;0,03
"1720";"PS4";"2015";"Fighting";"T";"Namco";61;35;0,03
"1721";"3DS";"2013";"Platform";"E";"Other";74;13;0,03
"1722";"PC";"2010";"Simulation";"T";"Other";64;7;0,03
"1723";"PC";"2010";"Action";"T";"Ubisoft";75;16;0,03
"1724";"PC";"2014";"Racing";"E10+";"Ubisoft";80;12;0,03
"1725";"PSV";"2013";"Role-Playing";"T";"Other";65;17;0,03
"1726";"3DS";"2012";"Adventure";"M";"Other";88;15;0,03
"1727";"PS3";"2013";"Fighting";"T";"Other";80;33;0,03
"1728";"PC";"2015";"Action";"T";"Activision";74;9;0,03
"1729";"XOne";"2014";"Sports";"E";"Other";64;15;0,03
"1730";"PC";"2011";"Simulation";"T";"Other";70;10;0,03
"1731";"3DS";"2014";"Action";"E10+";"Namco";43;7;0,03
"1732";"PC";"2010";"Action";"T";"Other";59;14;0,03
"1733";"PC";"2012";"Shooter";"M";"Other";59;12;0,03
"1734";"PC";"2014";"Role-Playing";"M";"Other";73;36;0,03
"1735";"PC";"2012";"Sports";"E";"Take-Two";90;5;0,03
"1736";"PC";"2010";"Strategy";"T";"Other";68;16;0,03
"1737";"PC";"2011";"Action";"E10+";"Other";73;11;0,03
"1738";"PC";"2015";"Racing";"E";"Other";68;8;0,03
"1739";"PC";"2010";"Action";"E10+";"Other";79;15;0,03
"1740";"Wii";"2010";"Sports";"E10+";"Other";41;7;0,03
"1741";"PS3";"2014";"Racing";"E";"Other";58;4;0,03
"1742";"PSV";"2013";"Adventure";"M";"Other";43;5;0,03
"1743";"PC";"2010";"Role-Playing";"M";"Other";83;14;0,03
"1744";"PC";"2011";"Role-Playing";"T";"Other";74;44;0,03
"1745";"PS4";"2015";"Action";"E";"Activision";59;4;0,03
"1746";"PC";"2010";"Role-Playing";"M";"Other";72;4;0,03
"1747";"PC";"2011";"Simulation";"T";"Other";65;5;0,03
"1748";"PC";"2010";"Shooter";"T";"Other";63;15;0,03
"1749";"PS4";"2015";"Action";"E10+";"Other";62;22;0,03
"1750";"PC";"2014";"Racing";"E";"Other";78;35;0,02
"1751";"PC";"2015";"Action";"T";"Other";86;14;0,02
"1752";"PS4";"2014";"Role-Playing";"T";"Other";58;22;0,02
"1753";"X360";"2012";"Action";"T";"Other";65;11;0,02
"1754";"PC";"2010";"Simulation";"E";"Other";70;17;0,02
"1755";"PC";"2010";"Role-Playing";"T";"Other";66;34;0,02
"1756";"PC";"2012";"Strategy";"T";"Other";78;11;0,02
"1757";"3DS";"2014";"Adventure";"T";"Other";81;34;0,02
"1758";"PC";"2012";"Fighting";"T";"Other";79;8;0,02
"1759";"PC";"2014";"Shooter";"E10+";"Electronic Arts";78;11;0,02
"1760";"PC";"2012";"Racing";"E";"Other";62;8;0,02
"1761";"PC";"2011";"Role-Playing";"E10+";"Other";81;26;0,02
"1762";"PC";"2014";"Role-Playing";"M";"Other";57;47;0,02
"1763";"PS3";"2014";"Role-Playing";"T";"Other";65;20;0,02
"1764";"PS3";"2015";"Adventure";"M";"Other";63;4;0,02
"1765";"PC";"2014";"Action";"T";"Other";73;17;0,02
"1766";"PSV";"2015";"Action";"T";"Other";70;15;0,02
"1767";"3DS";"2014";"Action";"E10+";"Namco";26;10;0,02
"1768";"PS3";"2013";"Role-Playing";"T";"Other";69;22;0,02
"1769";"PC";"2012";"Racing";"T";"Namco";72;9;0,02
"1770";"PS3";"2011";"Action";"M";"Ubisoft";67;21;0,02
"1771";"X360";"2011";"Misc";"E";"Other";54;5;0,02
"1772";"X360";"2012";"Adventure";"M";"Other";64;24;0,02
"1773";"XOne";"2015";"Action";"T";"Ubisoft";65;5;0,02
"1774";"X360";"2012";"Action";"T";"Ubisoft";62;11;0,02
"1775";"PS3";"2010";"Action";"M";"Other";82;73;0,02
"1776";"PC";"2015";"Action";"T";"Ubisoft";74;6;0,02
"1777";"PC";"2014";"Role-Playing";"M";"Other";89;71;0,02
"1778";"PC";"2010";"Shooter";"T";"Activision";63;17;0,02
"1779";"PC";"2010";"Sports";"T";"Other";73;13;0,02
"1780";"PS3";"2013";"Action";"E10+";"Other";50;16;0,02
"1781";"PC";"2011";"Strategy";"M";"Other";72;6;0,02
"1782";"PC";"2014";"Role-Playing";"M";"Other";87;59;0,02
"1783";"XOne";"2015";"Adventure";"T";"Other";77;12;0,02
"1784";"PS3";"2013";"Sports";"E";"Other";38;5;0,02
"1785";"PC";"2011";"Shooter";"M";"Other";51;8;0,02
"1786";"PC";"2010";"Strategy";"T";"Other";56;36;0,02
"1787";"PC";"2010";"Action";"T";"Other";57;22;0,02
"1788";"Wii";"2010";"Action";"E10+";"Other";60;5;0,02
"1789";"PC";"2013";"Action";"E";"Other";66;6;0,02
"1790";"PC";"2013";"Platform";"T";"Other";62;24;0,01
"1791";"PC";"2011";"Strategy";"T";"Other";70;13;0,01
"1792";"PS3";"2014";"Sports";"E";"Other";73;5;0,01
"1793";"PS3";"2012";"Sports";"E";"Electronic Arts";83;22;0,01
"1794";"PSV";"2014";"Platform";"T";"Other";58;16;0,01
"1795";"PSV";"2013";"Adventure";"E10+";"Other";66;7;0,01
"1796";"PSV";"2012";"Action";"E10+";"Other";76;26;0,01
"1797";"X360";"2010";"Sports";"E";"Other";57;5;0,01
"1798";"PC";"2012";"Action";"T";"Activision";78;13;0,01
"1799";"XOne";"2015";"Action";"M";"Other";65;16;0,01
"1800";"X360";"2012";"Fighting";"T";"Namco";49;32;0,01
"1801";"PC";"2014";"Action";"M";"Other";80;20;0,01
"1802";"PC";"2011";"Shooter";"T";"Other";61;12;0,01
"1803";"PC";"2011";"Strategy";"E10+";"Other";60;12;0,01
